DEBUG: General     , 1626028758499> LoggerManager.init                  > Initializing...
LOG  : General     , 1626028765307> adding unknown item param "FixedMagazineType" = "Base.Fixed"
LOG  : General     , 1626028765307> adding unknown item param "ClipType" = "Base.1903Clip"
LOG  : General     , 1626028765308> adding unknown item param "ExtMagType" = "Base.45ExtClip"
LOG  : General     , 1626028765310> ERROR: module "Base" imports itself
LOG  : General     , 1626028765310> adding unknown item param "DrumMagType" = "Base.556Drum"
LOG  : General     , 1626028765311> adding unknown item param "DrumMagType" = "Base.556Drum"
LOG  : General     , 1626028765313> adding unknown item param "DrumMagType" = "Base.556Drum"
LOG  : General     , 1626028765313> ERROR: module "Base" imports itself
LOG  : General     , 1626028765316> ERROR: module "Base" imports itself
LOG  : General     , 1626028765318> ERROR: module "Base" imports itself
LOG  : General     , 1626028765320> ERROR: module "Base" imports itself
LOG  : General     , 1626028765320> ERROR: module "Base" imports itself
LOG  : General     , 1626028765321> ERROR: module "Base" imports itself
LOG  : General     , 1626028765321> ERROR: module "Base" imports itself
LOG  : General     , 1626028765321> ERROR: module "Base" imports itself
LOG  : General     , 1626028765322> ERROR: module "Base" imports itself
LOG  : General     , 1626028765322> ERROR: module "Base" imports itself
LOG  : General     , 1626028765322> ERROR: module "Base" imports itself
LOG  : General     , 1626028765323> ERROR: module "Base" imports itself
LOG  : General     , 1626028765323> ERROR: module "Base" imports itself
LOG  : General     , 1626028765324> ERROR: module "Base" imports itself
LOG  : General     , 1626028765324> ERROR: module "Base" imports itself
LOG  : General     , 1626028765324> ERROR: module "Base" imports itself
LOG  : General     , 1626028765325> ERROR: module "Base" imports itself
LOG  : General     , 1626028765325> ERROR: module "Base" imports itself
LOG  : General     , 1626028765326> ERROR: module "Base" imports itself
LOG  : General     , 1626028765326> ERROR: module "Base" imports itself
LOG  : General     , 1626028765326> ERROR: module "Base" imports itself
LOG  : General     , 1626028765327> ERROR: module "Base" imports itself
LOG  : General     , 1626028765327> ERROR: module "Base" imports itself
LOG  : General     , 1626028765328> ERROR: module "Base" imports itself
LOG  : General     , 1626028765328> ERROR: module "Base" imports itself
LOG  : General     , 1626028765328> ERROR: module "Base" imports itself
LOG  : General     , 1626028765329> ERROR: module "Base" imports itself
LOG  : General     , 1626028765329> ERROR: module "Base" imports itself
LOG  : General     , 1626028765330> ERROR: module "Base" imports itself
LOG  : General     , 1626028765330> ERROR: module "Base" imports itself
LOG  : General     , 1626028765330> ERROR: module "Base" imports itself
LOG  : General     , 1626028765331> ERROR: module "Base" imports itself
LOG  : General     , 1626028765331> ERROR: module "Base" imports itself
LOG  : General     , 1626028765332> ERROR: module "Base" imports itself
LOG  : General     , 1626028765332> ERROR: module "Base" imports itself
LOG  : General     , 1626028765333> ERROR: module "Base" imports itself
LOG  : General     , 1626028765333> ERROR: module "Base" imports itself
LOG  : General     , 1626028765333> ERROR: module "Base" imports itself
LOG  : General     , 1626028765334> ERROR: module "Base" imports itself
LOG  : General     , 1626028765334> ERROR: module "Base" imports itself
LOG  : General     , 1626028765334> ERROR: module "Base" imports itself
LOG  : General     , 1626028765335> ERROR: module "Base" imports itself
LOG  : General     , 1626028765335> ERROR: module "Base" imports itself
LOG  : General     , 1626028765336> ERROR: module "Base" imports itself
LOG  : General     , 1626028765336> ERROR: module "Base" imports itself
LOG  : General     , 1626028765337> ERROR: module "Base" imports itself
LOG  : General     , 1626028765337> ERROR: module "Base" imports itself
LOG  : General     , 1626028765338> ERROR: module "Base" imports itself
LOG  : General     , 1626028765339> ERROR: module "Base" imports itself
LOG  : General     , 1626028765340> ERROR: module "Base" imports itself
LOG  : General     , 1626028765341> ERROR: module "Base" imports itself
LOG  : General     , 1626028765341> ERROR: module "Base" imports itself
LOG  : General     , 1626028765342> ERROR: module "Base" imports itself
LOG  : General     , 1626028765342> ERROR: module "Base" imports itself
LOG  : General     , 1626028765342> ERROR: module "Base" imports itself
LOG  : General     , 1626028765342> ERROR: module "Base" imports itself
LOG  : General     , 1626028765343> ERROR: module "Base" imports itself
LOG  : General     , 1626028765343> ERROR: module "Base" imports itself
LOG  : General     , 1626028765372> ERROR: module "Base" imports itself
LOG  : General     , 1626028765394> ERROR: module "Base" imports itself
LOG  : General     , 1626028765395> ERROR: module "Base" imports itself
LOG  : General     , 1626028765423> ERROR: module "Base" imports itself
LOG  : General     , 1626028765424> ERROR: module "Base" imports itself
LOG  : General     , 1626028765425> ERROR: module "Base" imports itself
LOG  : General     , 1626028765428> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765430> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765430> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765430> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765430> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765430> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765430> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765431> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765431> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765431> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765431> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765432> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765432> adding unknown item param "ResizeWorldIcon" = "1.0"
LOG  : General     , 1626028765434> ERROR: module "Base" imports itself
LOG  : General     , 1626028765439> ERROR: module "Base" imports itself
LOG  : General     , 1626028765441> ERROR: module "Base" imports itself
LOG  : General     , 1626028765471> java.security.InvalidParameterException: Error: ChanceToFall = 50
        Insulation = 0.3 is not a valid parameter in item: Hat_Beret_Tactical
LOG  : General     , 1626028765482> java.security.InvalidParameterException: Error: ChanceToFall = 0.5 is not a valid parameter in item: Hat_SWATRiotHelmet
LOG  : General     , 1626028765483> java.security.InvalidParameterException: Error: ChanceToFall = 0.5 is not a valid parameter in item: Hat_SWATRiotHelmet2
LOG  : General     , 1626028765503> java.security.InvalidParameterException: Error: West of the Moon is not a valid parameter in item: ICDPCDDisc51
LOG  : General     , 1626028765505> ERROR: module "Base" imports itself
LOG  : General     , 1626028765507> ERROR: module "Base" imports itself
LOG  : General     , 1626028765509> ERROR: module "Base" imports itself
LOG  : General     , 1626028765510> ERROR: module "Base" imports itself
LOG  : General     , 1626028765515> adding unknown item param "TriggerSmokeTimer" = "0.1"
WARN : Script      , 1626028765523> VehicleScript.Loaded> vehicle "68wildcat" extents != physicsChassisShape
WARN : Script      , 1626028765524> VehicleScript.Loaded> vehicle "68wildcatconvert" extents != physicsChassisShape
WARN : Script      , 1626028765566> VehicleScript.Loaded> vehicle "88jetta2doorMk2" extents != physicsChassisShape
WARN : Script      , 1626028765579> VehicleScript.Loaded> vehicle "91range" extents != physicsChassisShape
WARN : Script      , 1626028765580> VehicleScript.Loaded> vehicle "91range2" extents != physicsChassisShape
WARN : Script      , 1626028765585> VehicleScript.Loaded> vehicle "93explorer" extents != physicsChassisShape
WARN : Script      , 1626028765587> VehicleScript.Loaded> vehicle "93explorerjurassic" extents != physicsChassisShape
WARN : Script      , 1626028765587> VehicleScript.Loaded> vehicle "AmbulanceBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765588> VehicleScript.Loaded> vehicle "BankTruck" extents != physicsChassisShape
WARN : Script      , 1626028765588> VehicleScript.Loaded> vehicle "CarNormalBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765589> VehicleScript.Loaded> vehicle "FEMASupplyDrop" extents != physicsChassisShape
WARN : Script      , 1626028765589> VehicleScript.Loaded> vehicle "Bell206LBMW" extents != physicsChassisShape
WARN : Script      , 1626028765590> VehicleScript.Loaded> vehicle "Bell206LBMWCrashed" extents != physicsChassisShape
WARN : Script      , 1626028765590> VehicleScript.Loaded> vehicle "Bell206LBMWFuselage" extents != physicsChassisShape
WARN : Script      , 1626028765591> VehicleScript.Loaded> vehicle "Bell206LBMWTail" extents != physicsChassisShape
WARN : Script      , 1626028765591> VehicleScript.Loaded> vehicle "Bell206Police" extents != physicsChassisShape
WARN : Script      , 1626028765592> VehicleScript.Loaded> vehicle "Bell206PoliceCrashed" extents != physicsChassisShape
WARN : Script      , 1626028765592> VehicleScript.Loaded> vehicle "Bell206PoliceFuselage" extents != physicsChassisShape
WARN : Script      , 1626028765593> VehicleScript.Loaded> vehicle "Bell206PoliceTail" extents != physicsChassisShape
WARN : Script      , 1626028765593> VehicleScript.Loaded> vehicle "OH58Rescue" extents != physicsChassisShape
WARN : Script      , 1626028765594> VehicleScript.Loaded> vehicle "UH1H" extents != physicsChassisShape
WARN : Script      , 1626028765594> VehicleScript.Loaded> vehicle "UH1HCrash" extents != physicsChassisShape
WARN : Script      , 1626028765595> VehicleScript.Loaded> vehicle "UH1Hmedevac" extents != physicsChassisShape
WARN : Script      , 1626028765595> VehicleScript.Loaded> vehicle "UH1Hmedevaccrash" extents != physicsChassisShape
WARN : Script      , 1626028765596> VehicleScript.Loaded> vehicle "UH1HSurvivalist" extents != physicsChassisShape
WARN : Script      , 1626028765597> VehicleScript.Loaded> vehicle "UH1Hsurvivalistcrash" extents != physicsChassisShape
WARN : Script      , 1626028765598> VehicleScript.Loaded> vehicle "ModernCar02Burnt" extents != physicsChassisShape
WARN : Script      , 1626028765599> VehicleScript.Loaded> vehicle "ModernCarBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765599> VehicleScript.Loaded> vehicle "ModernCrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765600> VehicleScript.Loaded> vehicle "NormalCarBurntPolice" extents != physicsChassisShape
WARN : Script      , 1626028765600> VehicleScript.Loaded> vehicle "NormalCarBurntRanger" extents != physicsChassisShape
WARN : Script      , 1626028765601> VehicleScript.Loaded> vehicle "PickUpVanLightsBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765602> VehicleScript.Loaded> vehicle "PickUpVanLightsFossoilBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765602> VehicleScript.Loaded> vehicle "PickUpVanLightsPoliceBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765603> VehicleScript.Loaded> vehicle "PickupBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765603> VehicleScript.Loaded> vehicle "PickupSpecialBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765604> VehicleScript.Loaded> vehicle "PickupSpecialFireBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765604> VehicleScript.Loaded> vehicle "PickupSpecialFossoilBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765607> VehicleScript.Loaded> vehicle "SUV2CrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765607> VehicleScript.Loaded> vehicle "SUVBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765608> VehicleScript.Loaded> vehicle "Small2CrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765608> VehicleScript.Loaded> vehicle "Small2FlippedCrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765608> VehicleScript.Loaded> vehicle "SmallCar02Burnt" extents != physicsChassisShape
WARN : Script      , 1626028765609> VehicleScript.Loaded> vehicle "SportsCarBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765610> VehicleScript.Loaded> vehicle "StepVanSwat" extents != physicsChassisShape
WARN : Script      , 1626028765610> VehicleScript.Loaded> vehicle "SwatTruck" extents != physicsChassisShape
WARN : Script      , 1626028765611> VehicleScript.Loaded> vehicle "Taxi2CrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765611> VehicleScript.Loaded> vehicle "TaxiBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765614> VehicleScript.Loaded> vehicle "TrailerHome" extents != physicsChassisShape
WARN : Script      , 1626028765615> VehicleScript.Loaded> vehicle "TrailerHomeExplorer" extents != physicsChassisShape
LOG  : General     , 1626028765615> ERROR: template "TrailerHomeTemplate" not found
WARN : Script      , 1626028765615> VehicleScript.Loaded> vehicle "TrailerHomeHartman" extents != physicsChassisShape
WARN : Script      , 1626028765617> VehicleScript.Loaded> vehicle "TrailerHomeHartman" extents != physicsChassisShape
WARN : Script      , 1626028765617> VehicleScript.Loaded> vehicle "TrailerKbac" extents != physicsChassisShape
WARN : Script      , 1626028765618> VehicleScript.Loaded> vehicle "VanRadioBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765619> VehicleScript.Loaded> vehicle "WagonCrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765620> VehicleScript.Loaded> vehicle "WagonSpecialBloodyCrashedBurnt" extents != physicsChassisShape
WARN : Script      , 1626028765671> VehicleScript.Loaded> vehicle "moveurself" extents != physicsChassisShape
WARN : Script      , 1626028765675> VehicleScript.Loaded> vehicle "Trailermovingbig" extents != physicsChassisShape
WARN : Script      , 1626028765676> VehicleScript.Loaded> vehicle "Trailermovingmedium" extents != physicsChassisShape
WARN : Script      , 1626028765678> VehicleScript.Loaded> vehicle "volvo244" extents != physicsChassisShape
WARN : Script      , 1626028765681> ScriptManager.debugItems> filcher.SFCornBatter ReplaceOnUse instead of ReplaceOnDeplete
WARN : Recipe      , 1626028765685> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Animations" in recipe "Picklock"
WARN : Recipe      , 1626028765685> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "Animations" in recipe "Picklock"
WARN : Recipe      , 1626028765685> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Animations" in recipe "CrowbarAction"
WARN : Recipe      , 1626028765686> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "Animations" in recipe "CrowbarAction"
WARN : Recipe      , 1626028765686> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Animations" in recipe "CrowbarGarageAction"
WARN : Recipe      , 1626028765686> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "Animations" in recipe "CrowbarGarageAction"
WARN : Recipe      , 1626028765687> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "32Box" in recipe "Open Box of .32 Ammo"
WARN : Recipe      , 1626028765687> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "32Bullets" in recipe "Open Box of .32 Ammo"
WARN : Recipe      , 1626028765687> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "32Bullets" in recipe "Place .32 Ammo in Box"
WARN : Recipe      , 1626028765688> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "32Box" in recipe "Place .32 Ammo in Box"
WARN : Recipe      , 1626028765688> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base
WARN : Recipe      , 1626028765688> RecipeManager.resolveItemModuleDotType> WARNING: module "AuthenticZRecipes" may have forgot to import module Base
WARN : Recipe      , 1626028765688> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "RippedSpiffo" in recipe "Rip Spiffo"
WARN : Recipe      , 1626028765689> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "RippedSpiffo" in recipe "Build Spiffbomb"
WARN : Recipe      , 1626028765689> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe result "RippedSpiffo" in recipe "Rip Speaking Spiffo"
WARN : Recipe      , 1626028765689> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "RippedSpiffo" in recipe "Repair Spiffo"
LOG  : General     , 1626028765691> reading C:\Users\fjmco\Zomboid\sounds.ini
WARN : Script      , 1626028765693> ModelScript.check> no such model "Weapons/1Handed/RiotShieldPolice" for Base.RiotShieldPolice
WARN : Script      , 1626028765693> ModelScript.checkTexture> no such texture "weapons/firearm/FN_FNC_Fold" for Base.FN_FNC_Fold
WARN : Script      , 1626028765693> ModelScript.checkMesh> no such mesh "Weapons/firearm/SwatMP5" for Base.SwatMP5
WARN : Script      , 1626028765694> ModelScript.check> no such model "null" for Base.BareHands
WARN : Script      , 1626028765694> ModelScript.check> no such model "Weapons/1Handed/MShield" for Base.MShield
WARN : Script      , 1626028765694> ModelScript.check> no such model "DisposableRazor" for Base.Razor
WARN : Script      , 1626028765695> ModelScript.checkTexture> no such texture "clothes\Items\Cigarette" for Base.Cigarette
WARN : Script      , 1626028765696> ModelScript.check> no such model "Weapons/1Handed/RiotShieldSwat" for Base.RiotShieldSwat
WARN : Script      , 1626028765697> ModelScript.checkMesh> no such mesh "Weapons/firearm/Co2ShortRiotShotgun" for Base.Co2ShortRiotShotgun
WARN : Script      , 1626028765697> ModelScript.checkMesh> no such mesh "Weapons/firearm/RiotShotgun" for Base.RiotShotgun
WARN : Script      , 1626028765697> ModelScript.check> no such model "Chainsaw" for Base.Chainsaw
WARN : Script      , 1626028765698> ModelScript.checkTexture> no such texture "Pillow" for Base.Pillow
WARN : Script      , 1626028765698> ModelScript.check> no such model "FlareGun" for AuthenticZClothing.FlareGun
WARN : Script      , 1626028765698> ModelScript.checkMesh> no such mesh "Weapons/1Handed/Authentic_CoffeeCup" for Base.AuthenticCoffeeCup
WARN : Script      , 1626028765698> ModelScript.checkTexture> no such texture "clothes\Items\SeahorseCoffee" for Base.AuthenticCoffeeCup
WARN : Script      , 1626028765699> ModelScript.checkMesh> no such mesh "Weapons/1Handed/PomPom" for Base.PomPomWhite
WARN : Script      , 1626028765699> ModelScript.checkTexture> no such texture "clothes\Items\PomPomWhite" for Base.PomPomWhite
WARN : Script      , 1626028765699> ModelScript.checkMesh> no such mesh "Weapons/1Handed/PomPom" for Base.PomPomWhite
WARN : Script      , 1626028765699> ModelScript.checkTexture> no such texture "clothes\Items\PomPomWhite" for Base.PomPomWhite
WARN : Script      , 1626028765699> ModelScript.checkMesh> no such mesh "Authentic_MoneyStack" for Base.AuthenticMoneyStack
WARN : Script      , 1626028765699> ModelScript.checkTexture> no such texture "clothes\Items\MoneyStack" for Base.AuthenticMoneyStack
WARN : Script      , 1626028765700> ModelScript.checkMesh> no such mesh "Weapons/1Handed/PomPom" for Base.PomPomBlack
WARN : Script      , 1626028765700> ModelScript.checkTexture> no such texture "clothes\Items\PomPomBlack" for Base.PomPomBlack
WARN : Script      , 1626028765700> ModelScript.checkMesh> no such mesh "Weapons/1Handed/PomPom" for Base.PomPomBlack
WARN : Script      , 1626028765700> ModelScript.checkTexture> no such texture "clothes\Items\PomPomBlack" for Base.PomPomBlack
WARN : Script      , 1626028765700> ModelScript.checkMesh> no such mesh "Weapons/1Handed/Authentic_Paintbrush" for Base.AuthenticPaintBrush
WARN : Script      , 1626028765701> ModelScript.checkTexture> no such texture "clothes\Items\AuthenticPillBottle" for Base.AuthenticPills
WARN : Script      , 1626028765701> ModelScript.checkTexture> no such texture "clothes\Items\AuthenticPillBottle" for Base.AuthenticPills
WARN : Script      , 1626028765701> ModelScript.checkTexture> no such texture "clothes\Items\AuthenticBandage" for Base.AuthenticBandages
WARN : Script      , 1626028765701> ModelScript.checkTexture> no such texture "clothes\Items\AuthenticBandage" for Base.AuthenticBandages
WARN : Script      , 1626028765702> ModelScript.check> no such model "Spiffbomb" for CSpiffo.Spiffbomb
WARN : Script      , 1626028765702> ModelScript.check> no such model "SpiffoSpeaking" for CSpiffo.SpiffoSpeaking
WARN : Script      , 1626028765702> ModelScript.check> no such model "HandTruck" for filcher.HandTruckBlue
WARN : Script      , 1626028765703> ModelScript.check> no such model "MRE1" for USMRE.MREmenu12
WARN : Script      , 1626028765703> ModelScript.check> no such model "ICDPTapePlayer" for ICDP.TapePlayerPower
WARN : General     , 1626028766111> TextManager.Init> font "MediumNew" not found in fonts.txt
WARN : General     , 1626028766112> TextManager.Init> font "AutoNormSmall" not found in fonts.txt
WARN : General     , 1626028766112> TextManager.Init> font "AutoNormMedium" not found in fonts.txt
WARN : General     , 1626028766112> TextManager.Init> font "AutoNormLarge" not found in fonts.txt
LOG  : General     , 1626028766112> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png
WARN : General     , 1626028766120> TextManager.Init> font "DebugConsole" not found in fonts.txt
LOG  : General     , 1626028767274> WARNING: Found unknown Windows version: Windows 10
LOG  : General     , 1626028767274> Attempting to use default windows plug-in.
LOG  : General     , 1626028767274> Loading: zombie.core.input.XInputEnvironmentPlugin
LOG  : General     , 1626028767278> Loading: net.java.games.input.DirectAndRawInputEnvironmentPlugin
LOG  : General     , 1626028767757> Failed to initialize device ITE Device(8910) because of: java.io.IOException: Failed to acquire device (8007001e)
LOG  : General     , 1626028767764> Failed to initialize device HIDI2C Device because of: java.io.IOException: Failed to acquire device (8007001e)
LOG  : Lua         , 1626028768123> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1626028768435> Loading: media/lua/shared/Definitions/AttachedWeaponDefinitions.lua
LOG  : Lua         , 1626028768438> Loading: media/lua/shared/Definitions/ClothingRecipesDefinitions.lua
LOG  : Lua         , 1626028768439> Loading: media/lua/shared/Definitions/ClothingSelectionDefinitions.lua
LOG  : Lua         , 1626028768440> Loading: media/lua/shared/Definitions/DamageModelDefinitions.lua
LOG  : Lua         , 1626028768441> Loading: media/lua/shared/Definitions/DefaultClothing.lua
LOG  : Lua         , 1626028768442> Loading: media/lua/shared/Definitions/FitnessExercises.lua
LOG  : Lua         , 1626028768457> Loading: media/lua/shared/Definitions/HairOutfitDefinitions.lua
LOG  : Lua         , 1626028768457> Loading: media/lua/shared/Definitions/MakeUpDefinitions.lua
LOG  : Lua         , 1626028768459> Loading: media/lua/shared/ISBaseObject.lua
LOG  : Lua         , 1626028768460> Loading: media/lua/shared/JoyPad/JoyPadSetup.lua
LOG  : Lua         , 1626028768467> Loading: media/lua/shared/NPCs/AttachedLocations.lua
LOG  : Lua         , 1626028768470> Loading: media/lua/shared/NPCs/BodyLocations.lua
LOG  : Lua         , 1626028768475> Loading: media/lua/shared/NPCs/MainCreationMethods.lua
LOG  : Lua         , 1626028768499> Loading: media/lua/shared/NPCs/ZombiesZoneDefinition.lua
LOG  : Lua         , 1626028768502> Loading: media/lua/shared/Reloading/ISRackAction.lua
LOG  : Lua         , 1626028768503> Loading: media/lua/shared/TimedActions/ISBaseTimedAction.lua
LOG  : Lua         , 1626028768505> Loading: media/lua/shared/Reloading/ISReloadAction.lua
LOG  : Lua         , 1626028768506> Loading: media/lua/shared/Reloading/ISReloadManager.lua
LOG  : Lua         , 1626028768508> Loading: media/lua/shared/Reloading/ISReloadUtil.lua
LOG  : Lua         , 1626028768510> Loading: media/lua/shared/Reloading/ISReloadableMagazine.lua
LOG  : Lua         , 1626028768512> Loading: media/lua/shared/Reloading/ISReloadable.lua
LOG  : Lua         , 1626028768514> Loading: media/lua/shared/Reloading/ISSemiAutoWeapon.lua
LOG  : Lua         , 1626028768517> Loading: media/lua/shared/Reloading/ISReloadableWeapon.lua
LOG  : Lua         , 1626028768518> Loading: media/lua/shared/Reloading/ISShotgunWeapon.lua
LOG  : Lua         , 1626028768520> Loading: media/lua/shared/Reloading/ISRevolverWeapon.lua
LOG  : Lua         , 1626028768522> Loading: media/lua/shared/Reloading/stormysReload.lua
LOG  : Lua         , 1626028768523> Loading: media/lua/shared/Sandbox/Beginner.lua
LOG  : Lua         , 1626028768523> Loading: media/lua/shared/Sandbox/Builder.lua
LOG  : Lua         , 1626028768524> Loading: media/lua/shared/Sandbox/FirstWeek.lua
LOG  : Lua         , 1626028768525> Loading: media/lua/shared/Sandbox/SandboxVars.lua
LOG  : Lua         , 1626028768526> Loading: media/lua/shared/Sandbox/Survival.lua
LOG  : Lua         , 1626028768526> Loading: media/lua/shared/Sandbox/SixMonthsLater.lua
LOG  : Lua         , 1626028768527> Loading: media/lua/shared/Sandbox/Survivor.lua
LOG  : Lua         , 1626028768527> Loading: media/lua/shared/SoundBanks/SoundBanks.lua
LOG  : Lua         , 1626028768529> Loading: media/lua/shared/SpawnRegions.lua
LOG  : Lua         , 1626028768530> Loading: media/lua/shared/StashDescriptions/MarchRidgeStashDesc.lua
LOG  : Lua         , 1626028768531> Loading: media/lua/shared/StashDescriptions/StashUtil.lua
LOG  : Lua         , 1626028768532> Loading: media/lua/shared/StashDescriptions/MulStashDesc.lua
LOG  : Lua         , 1626028768534> Loading: media/lua/shared/StashDescriptions/RosewoodStashDesc.lua
LOG  : Lua         , 1626028768536> Loading: media/lua/shared/StashDescriptions/WpStashDesc.lua
LOG  : Lua         , 1626028768537> Loading: media/lua/shared/Util/AdjacentFreeTileFinder.lua
LOG  : Lua         , 1626028768539> Loading: media/lua/shared/Util/BuildingHelper.lua
LOG  : Lua         , 1626028768540> Loading: media/lua/shared/Util/ISPriorityTable.lua
LOG  : Lua         , 1626028768541> Loading: media/lua/shared/Util/LuaList.lua
LOG  : Lua         , 1626028768542> Loading: media/lua/shared/Util/LuaNet.lua
LOG  : Lua         , 1626028768544> Loading: media/lua/shared/Util/StringReplacer.lua
LOG  : Lua         , 1626028768544> Loading: media/lua/shared/Util/Vector2.lua
LOG  : Lua         , 1626028768545> Loading: media/lua/shared/VehicleZoneDefinition.lua
LOG  : Lua         , 1626028768547> Loading: media/lua/shared/a_requires.lua
LOG  : Lua         , 1626028768547> Loading: media/lua/shared/defines.lua
LOG  : Lua         , 1626028768548> Loading: media/lua/shared/iwbumstempmodelcompat.lua
LOG  : Lua         , 1626028768548> Loading: media/lua/shared/keyBinding.lua
LOG  : Lua         , 1626028768549> Loading: media/lua/shared/luautils.lua
LOG  : Lua         , 1626028768551> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2169435993/mods/ModOptions/media/lua/shared/!ModOptionsEngine.lua
LOG  : Lua         , 1626028768552> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2216760107/mods/ProfessionFrameworkB41Patch/media/lua/shared/2ProfessionFramework.lua
LOG  : Lua         , 1626028768553> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2216760107/mods/ProfessionFrameworkB41Patch/media/lua/shared/3ProfessionTraits.lua
LOG  : Lua         , 1626028768554> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2478247379/mods/67commando/media/lua/shared/67commandoSpawnList.lua
LOG  : Lua         , 1626028768555> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2469388752/mods/85merc/media/lua/shared/85mercSpawnList.lua
LOG  : Lua         , 1626028768555> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2489148104/mods/87cruiser/media/lua/shared/87cruiserSpawnList.lua
LOG  : Lua         , 1626028768556> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2516123638/mods/88golfMk2/media/lua/shared/88golfMk2SpawnList.lua
LOG  : Lua         , 1626028768556> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2522173579/mods/88jettaMk2/media/lua/shared/88jettaMk2SpawnList.lua
LOG  : Lua         , 1626028768557> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2441990998/mods/89def110/media/lua/shared/89def110SpawnList.lua
LOG  : Lua         , 1626028768557> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2443275640/mods/89def90/media/lua/shared/89def90SpawnList.lua
LOG  : Lua         , 1626028768558> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2409333430/mods/91range/media/lua/shared/91rangeSpawnList.lua
LOG  : Lua         , 1626028768558> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/1539281445/mods/CrashedCars/media/lua/shared/CrashedCars.lua
LOG  : Lua         , 1626028768559> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2335368829/mods/Authentic Z/media/lua/shared/Definitions/AuthenticZ_AttachedWeaponDefinitions.lua
